,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
9348,bite,قضمة,harap,menggigit,cắn,ısırık,0.659913337070514,0.650267083368568,0.617936113030691,0.669540448676866,0.628650811151498,0.645887300013757,5.5,2,
9350,landslide,ساحقة,földcsuszamlás,longsor,chiến_thắng,heyelan,0.386484957670413,0.368083782090039,0.385414494060466,0.401843223954895,0.385041624971405,0.383491696762155,4.8,1.166666667,
9352,atoms,الذرات,atomok,atom,nguyên_tử,atomlar,0.483770931394444,0.482757945793431,0.480236281130819,0.488856562141448,0.493605612262624,0.485261918503764,,,
9353,excerpt,نشرت,részlet,kutipan,đoạn,alıntı,0.491821244555477,0.483994163435289,0.484735818435863,0.487939855479683,0.481063747017732,0.486498477391424,,,
9356,asleep,نائم,Alszik,tertidur,ngủ,Uyuyor,0.566567012556601,0.61597506672454,0.593553058622673,0.611855622155578,0.611409630021128,0.613059972848951,,0.454545455,
9365,piper,المزمار,Piper,peniup,cH87FC88,köyün,0.511558771807328,0.496539425208177,0.481586903213493,0.47632008887457,0.49063653856069,0.491700206496902,4,,
9372,denying,تنكر,tagadja,menyangkal,phủ_nhận,inkar,0.60394158260303,0.635393550538599,0.649455956476307,0.575912464658004,0.626090874132091,0.653443138233618,,,
9378,relaxed,مسترخية,ellazult,santai,thoải_mái,rahatlamış,0.620025237717974,0.627861345552582,0.626845745910333,0.621087991779646,0.634504434864828,0.629614280252362,4,,
9382,aesthetics,الجمال,esztétika,estetika,thẩm_mỹ,estetik,0.541290209752687,0.566239635273383,0.567820731231695,0.546774825913828,0.556839306904159,0.555975465709706,,,
9383,adulthood,البلوغ,felnőtté,dewasa,trưởng_thành,Yetişkinlik,0.481457302891926,0.485102827511591,0.483460168907172,0.481832805924106,0.492154182754283,0.478162031577473,,,
9388,armistice,الهدنة,fegyverszünetet,gencatan,đình_chiến,ateşkes,0.411903230982701,0.415650737716225,0.415060566368438,0.412153285332551,0.410338578550606,0.419675390804937,,,
9390,shrubs,الشجيرات,bokrok,semak-semak,bụi,çalılar,0.510983881814643,0.502887494598121,0.486593172873142,0.485602383883257,0.499134099161651,0.502391738183093,,,
9394,assumptions,الإفتراضات,feltételezéseket,asumsi,giả_định,varsayımlar,0.547730104389813,0.599842214915261,0.556256028874911,0.598512842711944,0.574804337090709,0.571246528168807,,,
9407,logs,الجذوع,naplókat,log,nhật_ký,kütükler,0.567600858058827,0.554265000117802,0.580813963674931,0.578058873067807,0.556026263362872,0.575763228022532,,,
9408,offence,الإهانة,sértésnek,tersinggung,xúc_phạm,Alınma,0.515076241086911,0.529729559064759,0.525163326936342,0.531753750828968,0.517873913890168,0.511663699588029,3.4,,
9410,forerunner,سلف,előfutára,berkubang,Mulligan,boğaların,0.524539739664444,0.53928717214841,0.52875599847795,0.487422329649298,0.530724723254511,0.520526642181196,,,
9414,sack,كيس,zsák,karung,bao,çuval,0.548558231980779,0.550613621006676,0.552121094080069,0.552695028415052,0.547728831708478,0.550259432216277,4.8,1.5,
9421,imagined,تخيلت,képzeltem,membayangkan,tưởng_tượng,ettiğimden,0.620963872094216,0.626365449224735,0.630056140391339,0.608713737526683,0.627117216445137,0.621396018548155,,,
9423,screw,المسمار,csesszék,sekrup,hỏng,vida,0.524676397047982,0.497688997836653,0.499923007439039,0.49086061882708,0.503119783514456,0.513377196759979,5.45454545454545,,
9424,underworld,السفلي,alvilág,neraka,ngầm,yeraltı,0.530550065857022,0.540455212192353,0.541679861320382,0.546930006244787,0.548078783285222,0.529778531741455,4.1,,
9431,macedonian,مقدوني,macedón,makedonia,macedonia,makedon,0.370195661692764,0.371677041021579,0.36756814576287,0.370174421205134,0.367118357435047,0.369066103413573,,,
9435,prediction,تنبؤ,jóslat,prediksi,dự_đoán,tahmini,0.530453394533467,0.534702722473376,0.545274274529223,0.494114685416657,0.542629763935224,0.545164132052016,,,
9437,sanctions,العقوبات,szankcióit,sanksi,trừng_phạt,Yaptırım,0.505406958140793,0.523695507176112,0.503141224538102,0.520294396884158,0.514528240790112,0.509620243722589,,,
9440,absorb,تمتص,felszívja,menyerap,hấp_thụ,absorbe,0.590649204549749,0.618358852527977,0.617660477879117,0.592034366043846,0.611477158926384,0.605861233156427,4.7,,
9441,lemon,الليمون,citrom,Lemon,chanh,limon,0.582965611505155,0.531331950289984,0.543176732402205,0.516397950677536,0.539705551601701,0.543669238138092,3,-0.615384615,
9444,hunted,مطارد,vadásznak,diburu,săn_đuổi,avladım,0.569631686605148,0.572555924372412,0.566799263471218,0.587235462713928,0.573993415305722,0.57835021187813,,,
9448,bail,الكفالة,óvadékot,jaminan,bảo_lãnh,kefalet,0.487276638272226,0.488013766058074,0.485910906203174,0.484071745366757,0.486962229694648,0.478817454119851,2.8,,
9452,faded,تلاشت,elhalványult,memudar,mờ,solmuş,0.533717071469499,0.553673975899522,0.548667443145525,0.571440612607993,0.561455303047052,0.562633728611358,,,
9454,nuns,الراهبات,apácák,biarawati,tu,rahibeler,0.40790058768991,0.45966423468079,0.47055559306644,0.468159018778683,0.46774113564965,0.456477678839685,,,
9459,fore,الصدارة,Spot,kedepan,toàn_diện,gabya,0.485048564407239,0.509686589010439,0.48395972358085,0.494581341197489,0.498680865761896,0.516397102977511,3.4,,
9468,hearted,يملك,jószívű,hati,hôn_thê,kalpli,0.602040039349098,0.592763701477169,0.606173943938361,0.594292131476782,0.59604357332457,0.596052260146214,3.2,,
9474,severity,شدة,súlyosságát,tingkat,nghiêm_trọng,ciddiyetini,0.543009043245526,0.570316618823744,0.555485403884099,0.497968985844647,0.568983556753862,0.558285327592883,2.72727272727273,,
9475,suppliers,الموردين,szállítók,pemasok,cung_cấp,tedarikçiler,0.56275263781934,0.567461424961114,0.564862769429617,0.566969221322147,0.569179186552556,0.564192559415087,,,
9476,gorge,الممرّ,szurdok,jurang,núi,tıka,0.48253000209047,0.472882703293729,0.481915656088966,0.478721205854114,0.468164940185511,0.479803653120993,5,,
9478,conspicuous,وضوحاً,feltűnő,mencolok,chú_ý,çarpar,0.523118522409993,0.547925789364272,0.557122207957139,0.544056000795128,0.544460068499112,0.548248888779068,,,
9482,administer,لإدارة,beadni,mengelola,tiêm,uygulamak,0.477557463257488,0.5130851536847,0.541748677043822,0.521641174545439,0.535173310441513,0.543341981231581,4,0.25,
9485,booked,حجزت,Lefoglaltam,memesan,đặt,ayırttım,0.554573768976341,0.536432069337594,0.540379201546311,0.545443601695266,0.544619423578554,0.553137770052907,,,
9488,acceleration,التسارع,gyorsulás,percepatan,gia_tốc,hızlanma,0.516983072871768,0.527407708112354,0.526087409844875,0.523419177166927,0.524411300982265,0.522461385235197,,,
9495,unfortunate,مؤسف,szerencsétlen,disayangkan,may,talihsiz,0.6111160972891,0.644119664208123,0.641780260151471,0.61237023443145,0.636353034395668,0.645988480780157,4,,
9505,exhibiting,للنيتروجين,produkálja,gejala,trưng_bày,sergiliyor,0.560196431881298,0.573624077013641,0.565407947144006,0.584918236268512,0.588267202349989,0.58162023432089,,,
9509,protector,حامي,védelmezője,pelindung,bảo_vệ,koruyucusu,0.551064094881705,0.570840832280681,0.568908000271489,0.548558148282157,0.570482809510793,0.573761546824755,,,
9510,pilgrims,الحجاج,zarándokok,peziarah,hành_hương,hacılar,0.512050994679076,0.514045629724007,0.517215932217588,0.518376472697882,0.515909500195136,0.515407320968272,,,
9517,toilet,المرحاض,vécé,toiletnya,vệ_sinh,tuvaletin,0.578654779403802,0.568477547567478,0.556645354687646,0.566389680147594,0.558142459831005,0.571431766690547,3.1,0.8,
9520,balcony,الشرفة,erkélyen,balkon,ban_công,balkondan,0.555730870542428,0.51569992562538,0.54544846469655,0.539754980983173,0.528557338146897,0.527900649346622,1.6,,
9522,schedules,جداول,időbeosztás,jadwal,lịch,programlarını,0.483317841267015,0.532370586875364,0.50275177357647,0.493302688393802,0.530306313614276,0.523115983496688,,,
9523,doubling,مضاعفة,Megduplázom,menggandakan,đôi,katına,0.484607621012327,0.457572484542878,0.461918331598324,0.46900885181526,0.462057226772145,0.462147924625499,,,
9533,surf,الأمواج,szörfözni,berselancar,lướt_sóng,sörf,0.514503084019277,0.503079203741052,0.491732986080053,0.487916242410219,0.523159720737405,0.536790869053969,4.36363636363636,,
9534,stripe,سميها,csík,garis,sọc,çizgili,0.533901460975917,0.528941949888892,0.499240470685917,0.505024566275147,0.473455730867449,0.484185687595939,5.36363636363636,0.75,
9535,negotiation,مفاوضات,tárgyalás,negosiasi,đàm_phán,pazarlık,0.545986966516299,0.558872438330157,0.564615803361245,0.532607748910016,0.548730984852388,0.566804048247403,,,
9543,weighs,يزن,nyom,beratnya,nặng,tondan,0.46229342776693,0.47282895714965,0.451829455154553,0.472879401557866,0.463367541372302,0.468312917681763,,,
9545,lend,تقرضني,kölcsönadni,meminjamkan,mượn,borç,0.535274810680148,0.55109653774838,0.547839002023898,0.529472211164177,0.525167384496287,0.534256539217531,2.5,,
9548,outward,المظاهر,kifelé,lahiriah,ngoài,dışa,0.587740746771933,0.597063184624247,0.597736836010754,0.598302952516057,0.595307795672232,0.593901528853704,,,
9553,butcher,الجزار,hentes,daging,thịt,kasap,0.601512786633696,0.576149441035161,0.589355937056844,0.591023278567415,0.592128227220072,0.603393533433362,4.1,,
9555,sounded,بَدا,hangzott,terdengar,vẻ,Sesi,0.593438309284747,0.579050264051726,0.57239121039183,0.596832000599238,0.587008886099796,0.58703586866031,,,
9557,strokes,ضربات,vonalakban,stroke,đột_quỵ,darbeleri,0.479599349201691,0.462882681601951,0.478796930213823,0.514216036114173,0.466449784244341,0.475770825949058,,,
9561,baptized,تعميدي,keresztelve,dibaptis,rửa_tội,vaftiz,0.419697957404825,0.431185630676192,0.429890631660174,0.413785216992357,0.423454214471355,0.430861896522871,,,
9562,marshes,المستنقعات,mocsár,rawa,đầm,bataklıklar,0.471612400600318,0.473885796580691,0.467761529152563,0.461509154258863,0.464390548782889,0.471178967972228,,,
9568,proprietor,مالكا,Edwardes-t,pemilik,chủ,işletmecisi,0.523306753836493,0.490228960231156,0.496902499237629,0.514058109341276,0.494703166114734,0.500351165644189,,,
9571,thieves,اللصوص,tolvajok,pencuri,trộm,hırsızlar,0.59786376173508,0.579466393764252,0.58207273829855,0.601472859008042,0.582385218334367,0.592717590848605,,,
9576,seizure,نوبة,rohama,kejang,co_giật,nöbet,0.545539059624653,0.55402407156694,0.543502294755082,0.519411977980883,0.553391961219901,0.54811343133264,4,,
9577,programmer,مبرمج,programozó,programer,lập_trình_viên,programcı,0.424314268603914,0.44360836557933,0.441006294432311,0.429523771272891,0.434458735660846,0.439383011625833,3.7,,
9580,pal,بال,cimbi,sobat,hiền,Dostun,0.421303683043869,0.410098505117709,0.398254174572721,0.431163635782103,0.404789119103644,0.414328461736691,,,
9581,prosecuted,يحاكم,szigorával,dituntut,truy_tố,yargılanacak,0.47611754232392,0.522731816843361,0.527393820232771,0.506410545393275,0.521045983525379,0.528064344834036,,,
9583,ing,875,f,moo,ốt,dozdan,0.490453324004406,0.491911498982649,0.496110219003289,0.352717286077579,0.49797650205681,0.491205113120972,,,
9586,mortal,الفاني,halandó,fana,phàm,ölümlü,0.563188245073501,0.58044489264967,0.578667624125307,0.57779559674414,0.580794182654361,0.576129240503139,2.8,,
9589,correction,تصحيح,korrekció,koreksi,hiệu_chỉnh,düzeltme,0.548752785984129,0.559949477312461,0.5557382055325,0.536137364866404,0.560278249451247,0.552915452593584,3.8,,
9604,emperors,الأباطرة,császárok,kaisar,hoàng_đế,imparatorlar,0.463665072614311,0.470132433315923,0.47312045210097,0.489960567688828,0.489937222158202,0.469372969650019,,,
9606,lagoon,البحيرة,lagúna,laguna,đầm,lagün,0.498935321828267,0.469198659570742,0.466023138221199,0.46837768698639,0.467749019333088,0.470683300991079,3.9,,
9613,counseling,المشورة,tanácsadást,konseling,tư_vấn,danışmanlık,0.475941294371465,0.501659809548048,0.497605556633738,0.47527688226816,0.490442068168921,0.4891562688827,,,
9616,informing,إعلام,tájékoztatja,menginformasikan,thông_báo,muhbirlik,0.591475170120363,0.642340669279313,0.633902429996518,0.603460565567846,0.620598190354971,0.629374334398397,,,
9622,denies,ينكر,tagadja,menyangkal,phủ_nhận,inkar,0.549341615431217,0.566599638343549,0.573520317784916,0.544966373041385,0.560084857748837,0.569530469214906,,,
9628,equals,تساوي,egyenlő,setara,=,eşittir,0.274565910224314,0.504138295855394,0.499416254403687,0.49421842407627,0.507179436245778,0.504519847910536,,,
9631,vague,مبهمة,homályos,samar,mơ_hồ,belirsiz,0.578820816208133,0.606721578149042,0.590122956849732,0.565415806664201,0.605686595038456,0.592439717585933,4,,
9652,obstacle,عقبة,akadály,rintangan,trở_ngại,engel,0.574086748394853,0.578727804491464,0.585614572380314,0.55339307397529,0.580579561927336,0.586096518673404,3.6,,
9658,questionable,مشكوك,megkérdőjelezhető,dipertanyakan,ngờ,sorgulanabilir,0.524914743710635,0.642985814758998,0.635192303828486,0.568268694083103,0.624878192513066,0.625027921435898,,,
9664,mortgage,الرهن,jelzálogot,hipotek,thế_chấp,ipotek,0.465602930253691,0.45290694505296,0.455249261169039,0.454120024845506,0.455427047195117,0.456039354072696,2.5,,
9665,turnover,دوران,forgalom,penghasilanmu,doanh_thu,ciro,0.478169205527336,0.48652495808369,0.487691478983151,0.477731934241196,0.469459825342749,0.482052080013359,,,
9667,ti,mi,ré,mi,te,Ti,0.449290756677567,0.42528099853004,0.417960643259877,0.430047403405499,0.425907785996023,0.417956280909461,,,
9670,proposing,تقترح,javasol,mengusulkan,cầu_hôn,evlenme,0.567710613366271,0.596570047408113,0.622665864195687,0.532164238704867,0.607079716251758,0.615015244750038,,,
9677,archaeologists,علماء,régészek,arkeolog,khảo_cổ_học,arkeologlar,0.440507882322842,0.447919604352692,0.452487839919219,0.417409706274175,0.452199684952303,0.449820157989007,,,
9680,criterion,مقياس,kritérium,kriteria,rối_loạn,furkan,0.48137420065103,0.490855383974969,0.493639053322668,0.450358316810406,0.473296015957643,0.491902886870169,3.1,,
9687,mathematicians,علماء,matematikusok,matematika,toán_học,matematikçiler,0.372429258600931,0.391423298125772,0.398054704050065,0.352371264082893,0.396070653012166,0.390164720998433,,,
9691,heal,للشفاء,gyógyulni,menyembuhkan,lành,iyileştirmek,0.573881882300074,0.585517704764032,0.578457512723454,0.578369016857232,0.574971154833803,0.575075165384206,3.8,,
9706,moisture,الرطوبة,nedvesség,kelembaban,ẩm,nem,0.539572989633834,0.513699844215723,0.525766870654606,0.536641994543583,0.549342566356313,0.535614978232685,,,
9710,nickel,النيكل,nikkel,nikel,xu,nikel,0.486813574002956,0.448595681193118,0.454849575380987,0.449432099489571,0.454666822984751,0.453079657050414,,0.727272727,
9713,interacting,التفاعل,kommunikál,berinteraksi,tương_tác,etkileşim,0.57074164346377,0.582951658059208,0.581632604279263,0.579278692587067,0.578686631860978,0.578849642522763,,,
9715,pedal,دواسة,pedált,pedalnya,bàn_đạp,pedalı,0.508464260674418,0.49801276811967,0.495661653303385,0.525582176252814,0.502731607259105,0.506983171196572,3.9,,
9718,redundant,الحاجة,felesleges,berlebihan,thừa,lüzumsuz,0.496890361313827,0.523506221946707,0.525242183242954,0.51322126167726,0.51599094806848,0.520952386913426,4,,
9727,mir,ich,tut,bist,sie,bist,0.35148780932089,0.332008062652998,0.331882285104695,0.350265467332671,0.339677133268721,0.334595326902777,,,
9733,papa,بابا,papához,papamu,bố,Babaya,0.566405618152464,0.454898243767577,0.484046462656317,0.50423821020029,0.461675150665621,0.485236244809469,5.5,,
9742,convictions,إدانات,ítélték,keyakinan,kết_án,mahkumiyet,0.528265374576458,0.567052981390861,0.573614945636407,0.557168208583847,0.560425039893113,0.558288246068565,,,
9751,neighbour,جار,szomszéd,tetangga,hàng_xóm,komşu,0.542649260063623,0.540070758712219,0.536254059254694,0.539902535858426,0.554364565552288,0.544110423824403,,,
9758,goats,الماعز,kecskék,kambing,dê,keçiler,0.5245831139055,0.522037291992893,0.532068404996868,0.538656709043308,0.530225359708486,0.531012767083595,,,
9760,corrections,ترجمة,Magyar,koreksi,=,düzeltmeleri,0.261554097535111,0.462041210946444,0.482426044871712,0.44086906823474,0.501525068242157,0.481506924330654,,,
9762,trash,المهملات,szemetet,sampah,rác,çöpü,0.664647354606529,0.61387222720688,0.636024364196791,0.612646372427595,0.652308811280594,0.651946760814876,4.4,0.7,
9770,oxide,أكسيد,nitrogén,oksida,oxit,oksit,0.487475076613536,0.474998883853244,0.484266720318624,0.48978045484252,0.492635959564427,0.481091091915451,3,,
9771,masks,أقنعة,maszkokat,topeng,mặt_nạ,maskeleri,0.618244621707644,0.623271453035484,0.624132754607178,0.640587321877729,0.624297415548905,0.622220639009943,,,
9772,defendants,المتهمين,vádlottak,terdakwa,bị_cáo,Sanıklar,0.472463800482734,0.519376120617054,0.518964295309938,0.529359244377646,0.521795407528873,0.525043983305229,,,
9784,sins,خطاياك,bűnei,dosa,tội_lỗi,günahları,0.552521346074827,0.554502266134415,0.549845408641695,0.551531561013736,0.555198851167742,0.54597283531019,,,
9787,sums,يلخص,összegeket,sejumlah,khoản,özetliyor,0.491295945601472,0.521934340531608,0.516118753717323,0.501344195239127,0.518124562226567,0.501582246040735,,,
9791,homosexuality,الشذوذ,homoszexualitás,homoseksualitas,đồng_tính,eşcinsellik,0.522954738376587,0.552115840291076,0.53724939022941,0.516484121034518,0.53037708781443,0.532197508469558,,,
9794,transcript,النص,átiratot,transkrip,ghi_chép,dökümü,0.383497645300338,0.400534698293872,0.404924912496451,0.382253069971835,0.392811840131835,0.404915106645025,,,
9796,wan,لبيتي,Wan,Wan,Bình_minh,yanakları,0.437310081573762,0.440700067542609,0.444343980919511,0.437478645145926,0.433072111421608,0.43711897706229,,,
9797,buffer,حاجز,ütköző,penyangga,đệm,tampon,0.493340682325099,0.504736474056964,0.509339505892927,0.495234941876215,0.506205254717693,0.501300342461216,,,
9803,cared,اهتممت,törődött,pedulikan,quan_tâm,umursamadı,0.566958988363016,0.566635400873831,0.569690489155777,0.571731856686993,0.557716335094182,0.560558275884441,,,
9806,appreciate,أقدر,Nagyra,menghargai,cảm_kích,Minnettarım,0.631663799778188,0.631401572993169,0.654645420719208,0.601554880318767,0.641654032223647,0.645340075641936,3.8,,
9811,daring,جريئة,merész,berani,táo_bạo,cüretkar,0.611993412869868,0.606886124743876,0.617145733127977,0.601613375324328,0.611777958977666,0.615986664143831,3,,
9812,fungus,الفطريات,gomba,jamur,nấm,mantar,0.474780150749085,0.4739029933648,0.489358335503348,0.460877612684927,0.472924163104722,0.463604260035039,,,
9815,digit,رقمين,számjegy,angka,chữ_số,haneli,0.437434060028218,0.427584743380438,0.4314043185151,0.434677892101733,0.429133000402521,0.426819693251133,4.1,,
9817,cheek,الخد,orcáját,pipi,má,yanak,0.573983037927949,0.562635912157934,0.593044264738056,0.594888906378448,0.578075332732534,0.601551982278672,4,1.3,
9818,trombone,الترومبون,harsona,trombon,kèn,trombon,0.463760306986495,0.435325019572482,0.42807495050261,0.391345664660437,0.424797512404187,0.416974515943942,,-0.636363636,
9819,novelty,الحداثة,újdonság,kebaruan,mới_lạ,yenilik,0.647961557090454,0.625212567930839,0.632137662131806,0.63771971577955,0.626737356642461,0.63057725992119,,,
9824,187,178,Északnyugati,187(,I,188,0.48177354536109,0.400199243170327,0.386852721689016,0.807869005403994,0.382402482193962,0.375041843191249,,,
9827,cube,مكعب,kocka,kubus,khối,küp,0.531452501519309,0.50758080795489,0.514523246165436,0.55347368333029,0.523295090732915,0.511148485422466,3.8,,
9829,forwards,الأمام,oda-vissza,maju,lùi,düzden,0.465574244361225,0.469110158371929,0.471465976154177,0.461765770470181,0.471479495432435,0.472650555337541,,,
9838,perpetual,دائمة,örökös,abadi,vĩnh_viễn,daimi,0.532161448071549,0.524031820830635,0.528075724448041,0.513624514827367,0.530237942821179,0.531282428643608,3.9,,
9849,instructors,المدربين,oktatók,instruktur,hướng_dẫn,eğitmen,0.495515954139535,0.498396235332358,0.508571719327699,0.49848928501874,0.495112153519446,0.503347749157994,,,
9856,exclude,استبعاد,kizárni,mengecualikan,loại_trừ,dışlamak,0.566472529758758,0.599856141949929,0.626871242731461,0.605906001093754,0.599439491512212,0.605554576471117,,,
9861,champagne,الشمبانيا,pezsgőt,sampanye,sâm,şampanya,0.517752508374117,0.495453488859237,0.484436836588378,0.462224892956771,0.484965506985133,0.487237305189407,,-0.230769231,
9864,anybody,أحدا,Senkit,siapa-siapa,bất_kì,Kimseyi,0.612977449820183,0.593140986269886,0.582380299951463,0.614807241634563,0.58595835979931,0.590400493967149,3.7,,
9871,vicious,مفرغة,elvetemült,ganas,xấu_xa,kısır,0.648955847202504,0.63997893461808,0.650592275601847,0.644337186301138,0.653313230325344,0.649718417483097,5.7,,
9872,wharf,رصيف,rakparton,dermaga,,,iskeleye,0.20721184737872,0.449860231183683,0.463597182049485,0.481437291634129,0.446458311843376,0.497678646302103,4,
9887,grape,العنب,szőlő,anggur,nho,üzüm,0.486418579323245,0.49170611370259,0.496949082779666,0.492915658709458,0.488867797137448,0.488660400441365,2.90909090909091,0.909090909,
9888,207,375,207-es,523,kg,206,0.36527334555961,0.402474882189868,0.401616818850021,0.778284847604231,0.398252228300828,0.390980426165994,,,
9899,drilling,الحفر,fúrás,pengeboran,khoan,sondaj,0.49778465358624,0.487639965550567,0.484281487534754,0.497678204232993,0.491271769026084,0.484438207005638,5.1,,
9908,distinctly,بوضوح,Határozottan,jelas,rõ_ràng,belirgin,0.606099869811054,0.616473801567365,0.596322666929926,0.604883461170851,0.614556792499469,0.610299543931594,,,
9911,conditional,مشروط,feltételes,bersyarat,điều_kiện,şartlı,0.4260122950621,0.440919710363604,0.42795038157241,0.374897503065851,0.41396964174343,0.438787207234634,3.3,,
9912,ate,أكلت,megette,memakan,ăn,yedim,0.598185195392139,0.592016673795736,0.594512921315896,0.616585346423467,0.603648479505269,0.619933710899588,2.3,,
9915,brig,الشراعية,fogdába,sel,giam,hücreye,0.414545803184906,0.398438980411118,0.405616310715561,0.394847040202406,0.393644246767836,0.399437500090834,,,
9916,resigning,أستقيل,lemondok,mengundurkan,từ_chức,istifa,0.478353488735586,0.497011897180107,0.497302410942074,0.491714327008441,0.493839615924718,0.492063653545984,,,
9918,confusing,مربك,zavaros,membingungkan,khó,karıştırıcı,0.584405151689065,0.666510335101645,0.684342677047718,0.624590497190073,0.672318514560452,0.676965076999332,,,
9930,39th,39,39,39,39,39,0.27142475898362,0.281924222543962,0.280522764477479,0.631648287777402,0.275152906419545,0.366002563851414,,,
9936,stimulate,تحفيز,stimulálja,merangsang,kích_thích,uyaracak,0.515212652761697,0.546464113345045,0.54334923452995,0.490601335889974,0.538429290045968,0.538139777433456,4.3,,
9941,mined,بالألغام,aknázva,ditambang,khai_thác,mayın,0.465133027191464,0.456612985005451,0.453465820049163,0.448864464746819,0.457417506102258,0.462735498170696,,,
9950,lure,لجذب,csalogatni,memancing,dụ,cezbetmek,0.552356874495962,0.617633477111652,0.61678481485267,0.588747638712668,0.61912332141023,0.581706399673995,4.6,,
9951,caution,الحذر,óvatosság,hati-hati,thận_trọng,tedbirli,0.542304746119349,0.537413180378668,0.536999251185201,0.53663130036755,0.53275231685075,0.540244323865877,3.33333333333333,,
9957,pizza,البيتزا,pizzát,Pizza,Pizza,Pizza,0.535594096989402,0.520181439571752,0.536423890319823,0.506939225030934,0.521389344133617,0.51941598735573,4,0.7,
9964,mia,ميا,Mamma,Mamma,đi_đây,Mia,0.46320736830654,0.471040214316121,0.460950188901407,0.476136270236035,0.482071860931868,0.472772564712081,,,
9966,heels,الكعب,magassarkúban,tumit,gót,topuklu,0.542218763513568,0.478492596656101,0.514155540799055,0.536142421928306,0.517069282051685,0.526592971114004,,,
9983,crushing,سحق,megsemmisítő,menghancurkan,nát,ezici,0.614223704611732,0.599421221186681,0.602566616571286,0.60670632751315,0.602515383431525,0.607109745348573,,,
9984,cater,لتلبية,kiszolgálni,melayani,phục_vụ,Yemekleri,0.483287427576786,0.510993304382388,0.517542767431927,0.48721168400976,0.510225767698193,0.495545752317128,,,
9991,buyer,المشتري,vevő,pembeli,mua,alıcı,0.535549091993091,0.546481699025543,0.55270186032447,0.551185015478494,0.545985812914182,0.546510547323939,3.1,,
9992,fry,تقلى,megsütni,menggoreng,chiên,kızartacak,0.567455255015997,0.527064369274887,0.533130752464652,0.576014638097479,0.529126661118597,0.559969932354324,3.90909090909091,,
9995,stature,مكانة,kaliberű,bertubuh,tầm_vóc,itibarlı,0.525715196931407,0.532587750024122,0.536799527078083,0.522867619446871,0.541629109265091,0.527505340024867,3.72727272727273,,
10010,parental,الأبوية,szülői,orangtua,cha_mẹ,ebeveyn,0.497650252508117,0.509108179960943,0.523931018812852,0.535107958187985,0.524212379559093,0.512182787981098,3.9,,
10013,commence,سيبداء,Kezdődjék,dimulai,bắt_đầu,başlasın,0.462415553521234,0.483664170358401,0.476017827549699,0.457152786114877,0.473161613818215,0.475538947828917,2.1,,
10015,blanche,تفويض,kezet,wewenang,Blanche,yetki,0.473271865887616,0.465748487134192,0.456943077366631,0.470121673143794,0.464174580420383,0.476911023924145,,,
10031,flees,يهرب,elmenekül,melarikan,trốn,kaçar,0.56559426838991,0.584617990822072,0.578122311614671,0.59339844841713,0.592160647935309,0.587532220140311,,,
10037,hillside,التل,domboldalon,bukit,đồi,yamaçta,0.528842572829591,0.480540159494352,0.513479521902778,0.520449915948644,0.496193779439426,0.495796104854017,3.6,,
10041,slots,فتحات,félkarú,slot,đánh_bạc,slot,0.520276998933133,0.505895709749466,0.522630015938935,0.536298288797845,0.523862603396588,0.518222821427313,,,
10042,lamps,المصابيح,lámpák,lampu,đèn,lambaları,0.535025388222482,0.529176232270485,0.53348058571403,0.531448922828391,0.532882465266075,0.542229247476379,,,
10044,supremacy,التفوق,felsőbbrendűség,supremasi,tối_cao,üstünlük,0.49733003285562,0.537046107044423,0.523303053683657,0.513272941472136,0.514711120785041,0.527130266083602,3.36363636363636,,
10047,grab,انتزاع,kapd,ambil,tóm,kapıp,0.608434879940294,0.610611537528874,0.600600636126967,0.597398625916409,0.605447478287728,0.603302929685705,,,
10051,murdering,القاتلة,megöléséért,membunuhi,sát_hại,öldürmenin,0.565028418428784,0.576109444311499,0.567288369932449,0.565614750468928,0.570881688291831,0.569627687228733,,,
10054,hints,تلميحات,tippeket,petunjuk,gợi_ý,ipuçları,0.657415715340755,0.67766956230722,0.674678970873762,0.673532745456861,0.670430700032048,0.669511406713218,,,
10055,adjutant,المساعد,szárnysegédje,ajudan,phụ_tá,subayı,0.420829310419105,0.432202884133351,0.42967643732286,0.425616608243658,0.429316021027932,0.427875525278062,,,
10056,lantern,الفانوس,lámpást,lentera,đèn,fener,0.517642831051367,0.471467966983969,0.491554230110302,0.487989579711433,0.5105239318549,0.493451314488919,,0.5,
10059,lea,الوداع,Lea,kupancing,cổ,Lea,0.537894065266747,0.481585245488934,0.432053792674655,0.439165832732846,0.476100612187978,0.466769578438118,,,
10060,sensing,أستشعر,érzékelek,merasakan,cảm_nhận,seziyorum,0.531101691816962,0.553957420361705,0.548005079291726,0.538898317855117,0.547732869923999,0.541484805722773,,,
10068,feeder,مغذي,pióca,pemberi,thức_ăn,besleyici,0.466027630716389,0.46607007196536,0.460102017973808,0.470159769550475,0.450199124484649,0.467869051843335,4.09090909090909,,
10072,frontal,الفص,frontális,lobus,thùy,lob,0.48327173040416,0.512850929817637,0.505881227487423,0.514620618512754,0.502555107475438,0.507937674194183,3.1,,
10075,sinister,شرير,baljós,menyeramkan,Darth_Vader,uğursuz,0.545232290661497,0.589553380729961,0.547100765141211,0.60211204185457,0.570112744161195,0.562423933563042,4,,
